"","X","date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien"
"13601",13601,"1875-18..","https://gallica.bnf.fr/ark:/12148/cb327248264/date","Toulouse","Bulletin de la Société photographique de Toulouse",12,"cb327248264",17380,"1875-07","1923-01","1875-07-01","1923-01-31",FALSE
"13602",13602,"1927-1927","https://gallica.bnf.fr/ark:/12148/cb326878069/date","Toulouse","Almanach des conteurs français pour ",1,"cb326878069",364,"1927","1927","1927-01-01","1927-12-31",FALSE
"13603",13603,"1878","https://gallica.bnf.fr/ark:/12148/cb327634227/date","Toulouse, Toulouse, Querfurt, Allemagne","Échos de Mont Réal ",6,"cb327634227",2190,"1878","1883","1878-01-01","1883-12-31",FALSE
"13604",13604,"1976","https://gallica.bnf.fr/ark:/12148/cb34352297q/date","Strasbourg","Bulletin de la cathédrale de Strasbourg",15,"cb34352297q",37255,"1903","2004","1903-01-01","2004-12-31",FALSE
"13605",13605,"1947-2003","https://gallica.bnf.fr/ark:/12148/cb371315989/date","Poitiers","Bulletin de la Société des antiquaires de l'Ouest et des musées de Poitiers",175,"cb371315989",NA,"1946","1989-04","1946-01-01","1989-04-31",FALSE
"13606",13606,"1908-1908","https://gallica.bnf.fr/ark:/12148/cb32850022c/date","Toulouse","La Réforme ",6,"cb32850022c",284,"1908-03","1908-12-10","1908-03-01","1908-12-10",FALSE
"13607",13607,"1855-1858","https://gallica.bnf.fr/ark:/12148/cb328571241/date","Toulouse","Revue de l'Académie de Toulouse et des autres académies de l'Empire ",6,"cb328571241",1309,"1855-06","1858","1855-06-01","1858-12-31",FALSE
"13608",13608,"1877-1914","https://gallica.bnf.fr/ark:/12148/cb327243242/date","Saintes, Paris, ","Bulletin de la Société des archives historiques de la Saintonge et de l'Aunis",34,"cb327243242",14243,"1876","1914","1876-01-01","1914-12-31",FALSE
"13609",13609,"1872-1941","https://gallica.bnf.fr/ark:/12148/cb32740226x/date","Angoulême","La Charente ",21721,"cb32740226x",25366,"1872-04-23","1941-10-05","1872-04-23","1941-10-05",TRUE
"13610",13610,"1899-1901","https://gallica.bnf.fr/ark:/12148/cb32876504p/date","Toulouse","Le Télégramme de Toulouse",6,"cb32876504p",406,"1899-12-24","1901-02-03","1899-12-24","1901-02-03",FALSE
"13611",13611,"1906-193.","https://gallica.bnf.fr/ark:/12148/cb32697708x/date","Paris","Annuaire du personnel de la Direction de la sûreté générale",11,"cb32697708x",9130,"1906","1930","1906-01-01","1930-12-31",FALSE
"13612",13612,"1902-1904","https://gallica.bnf.fr/ark:/12148/cb327298328/date","Paris","Bulletin mensuel de l'Union catholique des dames de l'enseignement libre",18,"cb327298328",NA,"1902-12","1904-06","1902-12-01","1904-06-31",FALSE
"13613",13613,"1896-1914","https://gallica.bnf.fr/ark:/12148/cb327309499/date","Paris","Bulletin mensuel du Syndicat des produits alimentaires en gros et de l'Union des syndicats de l'alimentation en gros",18,"cb327309499",6938,"1896","1914","1896-01-01","1914-12-31",FALSE
"13614",13614,"1888-1889","https://gallica.bnf.fr/ark:/12148/cb41130734n/date","Toulouse","Journal des viticulteurs et des agriculteurs du Midi",17,"cb41130734n",243,"1888-07-05","1889-03-05","1888-07-05","1889-03-05",FALSE
"13615",13615,"1869-1974","https://gallica.bnf.fr/ark:/12148/cb32723569b/date","Toulouse","Bulletin de la Société archéologique du Midi de la France",54,"cb32723569b",32173,"1881-11-29","1969","1881-11-29","1969-12-31",FALSE
"13616",13616,"19..-19..","https://gallica.bnf.fr/ark:/12148/cb42768233n/date","Toulouse, Villedieu Vaucluse","Bulletin paroissial ",8,"cb42768233n",152,"1914-04","1914-08","1914-04-01","1914-08-31",FALSE
"13617",13617,"1924-1937","https://gallica.bnf.fr/ark:/12148/cb327239087/date","Haguenau","Bulletin de la Société d'histoire et d'archéologie de Haguenau ",6,"cb327239087",5113,"1924","1937","1924-01-01","1937-12-31",FALSE
"13618",13618,"1952-1987","https://gallica.bnf.fr/ark:/12148/cb34418196w/date","Huningue, Huningue","Bulletin   Société d'histoire et du Musée de la ville et du canton de Huningue ",32,"cb34418196w",12631,"1952-06","1986","1952-06-01","1986-12-31",FALSE
"13619",13619,"1905-1912","https://gallica.bnf.fr/ark:/12148/cb32879388q/date","Toulouse","Le Trait d'union des intérêts réciproques ",19,"cb32879388q",688,"1910-11-13","1912-10-01","1910-11-13","1912-10-01",FALSE
"13620",13620,"1926-1931","https://gallica.bnf.fr/ark:/12148/cb32735486b/date","Paris, Paris","Les Cahiers de la République des lettres",13,"cb32735486b",2086,"1926-04-15","1931","1926-04-15","1931-12-31",FALSE
"13621",13621,"1927-1934","https://gallica.bnf.fr/ark:/12148/cb328066453/date","Paris","La Libertà ",299,"cb328066453",2559,"1927-05-01","1934-05-03","1927-05-01","1934-05-03",FALSE
"13622",13622,"1758-1760","https://gallica.bnf.fr/ark:/12148/cb39373184f/date","A Toulouse","Journal du palais",6,"cb39373184f",16799,"1690","1735","1690-01-01","1735-12-31",FALSE
"13623",13623,"1887-1888","https://gallica.bnf.fr/ark:/12148/cb328604382/date","Caen, Bavay, Denain, Caen, Paris","La Revue littéraire septentrionale ",1,"cb328604382",30,"1887-07","1887-07","1887-07-01","1887-07-31",FALSE
"13624",13624,"1923-1934","https://gallica.bnf.fr/ark:/12148/cb327410645/date","Paris","The Chicago tribune and the Daily news",6250,"cb327410645",6358,"1917-07-04","1934-11-30","1917-07-04","1934-11-30",TRUE
"13625",13625,"1930-1942","https://gallica.bnf.fr/ark:/12148/cb34507998h/date","Saintes","Revue de Saintonge ",9,"cb34507998h",NA,"1930-1932","1940","1930-1932","1940-12-31",FALSE
"13626",13626,"1891-1903","https://gallica.bnf.fr/ark:/12148/cb32805056v/date","Toulouse","Le Languedoc ",1,"cb32805056v",364,"1891","1891","1891-01-01","1891-12-31",FALSE
"13627",13627,"1937-1946","https://gallica.bnf.fr/ark:/12148/cb34425259f/date","Toulouse","La Voix du Midi ",2,"cb34425259f",-3,"1941-03","1941-02-26","1941-03-01","1941-02-26",FALSE
"13628",13628,"1901-1901","https://gallica.bnf.fr/ark:/12148/cb32706789t/date","Toulouse","Aulus ",3,"cb32706789t",49,"1901-07-10","1901-08-28","1901-07-10","1901-08-28",FALSE
"13629",13629,"1988","https://gallica.bnf.fr/ark:/12148/cb344181915/date","Huningue, Huningue","Bulletin   Société d'histoire de Huningue et de sa région ",13,"cb344181915",4748,"1988","2000","1988-01-01","2000-12-31",FALSE
"13630",13630,"1867","https://gallica.bnf.fr/ark:/12148/cb327421682/date","Bruxelles","La Cigale",5,"cb327421682",406,"1868-05-17","1869-06-27","1868-05-17","1869-06-27",FALSE
"13631",13631,"1881-1882","https://gallica.bnf.fr/ark:/12148/cb32743027f/date","Paris","Le Citoyen ",375,"cb32743027f",380,"1881-10-01","1882-10-16","1881-10-01","1882-10-16",TRUE
"13632",13632,"1886-1890","https://gallica.bnf.fr/ark:/12148/cb32743199k/date","Cahors","Le Clairon du Lot ",1386,"cb32743199k",1669,"1886-03-25","1890-10-19","1886-03-25","1890-10-19",TRUE
"13633",13633,"1923-1994","https://gallica.bnf.fr/ark:/12148/cb343556083/date","Poitiers","Le Combattant du Poitou ",97,"cb343556083",NA,"1923-09","1933-11","1923-09-01","1933-11-31",FALSE
"13634",13634,"1928-1940","https://gallica.bnf.fr/ark:/12148/cb34357019k/date","Paris, Paris","La Renaissance",46,"cb34357019k",NA,"1929-01","1939-06","1929-01-01","1939-06-31",FALSE
"13635",13635,"1965-1979","https://gallica.bnf.fr/ark:/12148/cb343610943/date","Paris, Paris","Dossiers pédagogiques de la radio télévision scolaire",165,"cb343610943",4802,"1965-10-04","1978-11-27","1965-10-04","1978-11-27",FALSE
"13636",13636,"1872","https://gallica.bnf.fr/ark:/12148/cb34363031p/date","Belfort","Bulletin de la Société belfortaine d'émulation",54,"cb34363031p",28123,"1872","1948","1872-01-01","1948-12-31",FALSE
"13637",13637,"1921-1928","https://gallica.bnf.fr/ark:/12148/cb32744674v/date","Niort","Le Combattant de l'Ouest ",77,"cb32744674v",2495,"1921-10","1928-07","1921-10-01","1928-07-31",FALSE
"13638",13638,"1929","https://gallica.bnf.fr/ark:/12148/cb327446845/date","Niort","Le Combattant des Deux Sèvres",125,"cb327446845",4959,"1929-11","1943-05","1929-11-01","1943-05-31",FALSE
"13639",13639,"1839-1840","https://gallica.bnf.fr/ark:/12148/cb420632697/date","Paris","La Voix d'un proscrit ",14,"cb420632697",475,"1839","1840-04-20","1839-01-01","1840-04-20",FALSE
"13640",13640,"1886-1996","https://gallica.bnf.fr/ark:/12148/cb345360883/date","Nouméa","Journal officiel de la Nouvelle Calédonie et dépendances",1465,"cb345360883",20811,"1894-01-06","1950-12-30","1894-01-06","1950-12-30",FALSE
"13641",13641,"1903-192.","https://gallica.bnf.fr/ark:/12148/cb32722318n/date","Paris","Bulletin de la Chambre syndicale des négociants en objets d'art",22,"cb32722318n",NA,"1903-12","1922-11","1903-12-01","1922-11-31",FALSE
"13642",13642,"194.-1944","https://gallica.bnf.fr/ark:/12148/cb436525224/date","Paris","Allô",8,"cb436525224",49,"1944-02-13","1944-04-02","1944-02-13","1944-04-02",FALSE
"13643",13643,"1873-1887","https://gallica.bnf.fr/ark:/12148/cb32757504b/date","Toulouse","Le Dimanche illustré ",1,"cb32757504b",0,"1887-01-02","1887-01-02","1887-01-02","1887-01-02",FALSE
"13644",13644,"1918-1918","https://gallica.bnf.fr/ark:/12148/cb32821051k/date","Toulouse","La Musette ",4,"cb32821051k",115,"1918-01-25","1918-05-20","1918-01-25","1918-05-20",FALSE
"13645",13645,"1883-1885","https://gallica.bnf.fr/ark:/12148/cb41438110f/date","Paris","La Lanterne des demoiselles ",83,"cb41438110f",1095,"1883","1885","1883-01-01","1885-12-31",FALSE
"13646",13646,"1997","https://gallica.bnf.fr/ark:/12148/cb388873361/date","Strasbourg","Histoire ",22,"cb388873361",4992,"1997-05","2010","1997-05-01","2010-12-31",FALSE
"13647",13647,"1915-191.","https://gallica.bnf.fr/ark:/12148/cb45750100p/date","Paris","Contes de la tranchée ",25,"cb45750100p",364,"1915","1915","1915-01-01","1915-12-31",FALSE
"13648",13648,"1967-1972","https://gallica.bnf.fr/ark:/12148/cb457866829/date","Pierrelaye","Gosses et frères de partout ",43,"cb457866829",NA,"1967","1972-04","1967-01-01","1972-04-31",FALSE
"13649",13649,"1816-18..","https://gallica.bnf.fr/ark:/12148/cb452067315/date","Paris","Académie royale des beaux arts",3,"cb452067315",2191,"1816","1821","1816-01-01","1821-12-31",FALSE
"13650",13650,"1943-1944","https://gallica.bnf.fr/ark:/12148/cb40165227p/date","Alger, Alger","Journal officiel de la République française ",158,"cb40165227p",508,"1943-06-10","1944-10-30","1943-06-10","1944-10-30",TRUE
"13651",13651,"1943-1945","https://gallica.bnf.fr/ark:/12148/cb40168773z/date","Alger, Paris","Journal officiel de la République française",70,"cb40168773z",656,"1943-11-03","1945-08-20","1943-11-03","1945-08-20",FALSE
"13652",13652,"1819-1914","https://gallica.bnf.fr/ark:/12148/cb32747578p/date","Paris","Le Constitutionnel ",30393,"cb32747578p",34778,"1819-05-02","1914-07-21","1819-05-02","1914-07-21",TRUE
"13653",13653,"1920-1939","https://gallica.bnf.fr/ark:/12148/cb34534155x/date","Blois","Bulletin trimestriel   Syndicat national des institutrices et instituteurs publics de France et des colonies",41,"cb34534155x",NA,"1920-10","1939-02","1920-10-01","1939-02-31",FALSE
"13654",13654,"1876-1980","https://gallica.bnf.fr/ark:/12148/cb343699219/date","Mulhouse","Bulletin du Musée historique de Mulhouse",89,"cb343699219",38350,"1876","1980","1876-01-01","1980-12-31",FALSE
"13655",13655,"1980-1985","https://gallica.bnf.fr/ark:/12148/cb34370769s/date","Juan les Pins","Handazur ",28,"cb34370769s",NA,"1980-01","1985-11","1980-01-01","1985-11-31",FALSE
"13656",13656,"1886-1948","https://gallica.bnf.fr/ark:/12148/cb34378164b/date","Paris, Paris, Paris, Paris","Bulletin de la Société française de minéralogie",58,"cb34378164b",21213,"1886","1944-01","1886-01-01","1944-01-31",FALSE
"13657",13657,"1795-1939","https://gallica.bnf.fr/ark:/12148/cb34378280v/date","Paris, Paris, Paris, Paris, Paris, Paris","Journal de l'École polytechnique ",105,"cb34378280v",52805,"1794","1938-07","1794-01-01","1938-07-31",FALSE
"13658",13658,"1947-2017","https://gallica.bnf.fr/ark:/12148/cb34382643h/date","Paris","Journal officiel de la République française",402,"cb34382643h",16779,"1947-06-03","1993-05-11","1947-06-03","1993-05-11",FALSE
"13659",13659,"1820-1824","https://gallica.bnf.fr/ark:/12148/cb436138780/date","Nismes, Nismes","Mélanges de religion",12,"cb436138780",1491,"1820-01","1824-01","1820-01-01","1824-01-31",FALSE
"13660",13660,"1885","https://gallica.bnf.fr/ark:/12148/cb34383339p/date","Saint Etienne","Le Chasseur français",118,"cb34383339p",4201,"1885-06-15","1896-12-15","1885-06-15","1896-12-15",FALSE
"13661",13661,"1918-1918","https://gallica.bnf.fr/ark:/12148/cb327432944/date","Paris","La Clarté ",30,"cb327432944",40,"1918-11-06","1918-12-16","1918-11-06","1918-12-16",FALSE
"13662",13662,"1921-1922","https://gallica.bnf.fr/ark:/12148/cb32738596n/date","Paris","Le Centre ",17,"cb32738596n",334,"1920-12","1921-10","1920-12-01","1921-10-31",FALSE
"13663",13663,"1901-1910","https://gallica.bnf.fr/ark:/12148/cb411698937/date","Libreville, Paris","Compte définitif des recettes et des dépenses ",3,"cb411698937",2555,"1899","1905","1899-01-01","1905-12-31",FALSE
"13664",13664,"1906-1906","https://gallica.bnf.fr/ark:/12148/cb32847210d/date","Toulouse","Le Radical de Toulouse ",1,"cb32847210d",0,"1906-09-20","1906-09-20","1906-09-20","1906-09-20",FALSE
"13665",13665,"1899-1902","https://gallica.bnf.fr/ark:/12148/cb42274436m/date","Paterson New Jersey","Germinal ",40,"cb42274436m",973,"1899-10-01","1902-06-01","1899-10-01","1902-06-01",FALSE
"13666",13666,"1938-1938","https://gallica.bnf.fr/ark:/12148/cb41272913q/date","Paris","Compte définitif du budget spécial des grands travaux sur fonds d'emprunt de la Côte française des Somalis de l'exercice ",3,"cb41272913q",1095,"1935","1937","1935-01-01","1937-12-31",FALSE
"13667",13667,"1855","https://gallica.bnf.fr/ark:/12148/cb32683227n/date","Argenteuil","Affiches de Seine et",6,"cb32683227n",98,"1855-11-10","1856-02-16","1855-11-10","1856-02-16",FALSE
"13668",13668,"1877","https://gallica.bnf.fr/ark:/12148/cb32685473v/date","Paris","",4,"cb32685473v",96,"1896-08-01","1896-11-05","1896-08-01","1896-11-05",FALSE
"13669",13669,"1895-1940","https://gallica.bnf.fr/ark:/12148/cb328857929/date","Toulouse","Annuaire ",9,"cb328857929",6572,"1897","1914","1897-01-01","1914-12-31",FALSE
"13670",13670,"194.-194.","https://gallica.bnf.fr/ark:/12148/cb32729142n/date","","Bulletin intérieur de l'AS ",2,"cb32729142n",50,"1943-07","1943-08-20","1943-07-01","1943-08-20",FALSE
"13671",13671,"1870-1877","https://gallica.bnf.fr/ark:/12148/cb327378905/date","Toulouse","Le Casino toulousain ",5,"cb327378905",49,"1870-02-10","1870-03-31","1870-02-10","1870-03-31",FALSE
"13672",13672,"1879-1880","https://gallica.bnf.fr/ark:/12148/cb32743109s/date","Paris","La Civilisation",8,"cb32743109s",49,"1879-02-16","1879-04-06","1879-02-16","1879-04-06",FALSE
"13673",13673,"1976","https://gallica.bnf.fr/ark:/12148/cb34355600b/date","Sélestat","Annuaire ",34,"cb34355600b",12418,"1951","1984","1951-01-01","1984-12-31",FALSE
"13674",13674,"1817-1839","https://gallica.bnf.fr/ark:/12148/cb452091766/date","A Paris","Séance publique de l'Académie royale des beaux arts",8,"cb452091766",4016,"1817","1827","1817-01-01","1827-12-31",FALSE
"13675",13675,"19..-1930","https://gallica.bnf.fr/ark:/12148/cb45736932j/date","Paris","Chapeaux",7,"cb45736932j",3651,"1921","1930","1921-01-01","1930-12-31",FALSE
"13676",13676,"1883-1891","https://gallica.bnf.fr/ark:/12148/cb42124418g/date","Clichy","L'Œuvre éternelle ",10,"cb42124418g",2692,"1884-03","1891-07-15","1884-03-01","1891-07-15",FALSE
"13677",13677,"1916-1918","https://gallica.bnf.fr/ark:/12148/cb43614815b/date","Colmar","Die bayerische Landwehr ",15,"cb43614815b",NA,"1916-12","1918-06","1916-12-01","1918-06-31",FALSE
"13678",13678,"1952-1955","https://gallica.bnf.fr/ark:/12148/cb34382772c/date","Paris","La Revue des travailleuses ",34,"cb34382772c",NA,"1952-08","1955-02","1952-08-01","1955-02-31",FALSE
"13679",13679,"19??","https://gallica.bnf.fr/ark:/12148/cb32804963c/date","S. l.","Land og Folk",1,"cb32804963c",365,"1944","1944","1944-01-01","1944-12-31",FALSE
"13680",13680,"1895-1895","https://gallica.bnf.fr/ark:/12148/cb41370279d/date","Bordeaux","L'Exposition de Bordeaux",1,"cb41370279d",364,"1895","1895","1895-01-01","1895-12-31",FALSE
"13681",13681,"1981-1984","https://gallica.bnf.fr/ark:/12148/cb34369922n/date","Mulhouse","Bulletin du Musée historique ",4,"cb34369922n",1460,"1981","1984","1981-01-01","1984-12-31",FALSE
"13682",13682,"1880","https://gallica.bnf.fr/ark:/12148/cb34382781b/date","Paris, Paris","Revue des études juives ",2,"cb34382781b",364,"1931","1931","1931-01-01","1931-12-31",FALSE
"13683",13683,"19??","https://gallica.bnf.fr/ark:/12148/cb32806658f/date","'s Gravenhage.","Libertas",1,"cb32806658f",NA,"1945-04","1945-04","1945-04-01","1945-04-31",FALSE
"13684",13684,"1936-1939","https://gallica.bnf.fr/ark:/12148/cb327471777/date","Paris","Bulletin périodique du Conseil national économique",1,"cb327471777",NA,"1939-04","1939-04","1939-04-01","1939-04-31",FALSE
"13685",13685,"1943-194.","https://gallica.bnf.fr/ark:/12148/cb32863476b/date","","Russie d'aujourd'hui ",2,"cb32863476b",43,"1943-06","1943-07-14","1943-06-01","1943-07-14",FALSE
"13686",13686,"19??","https://gallica.bnf.fr/ark:/12148/cb32683495p/date","Paris","L'Afrique équatoriale française illustrée",3,"cb32683495p",639,"1910-12","1912-08","1910-12-01","1912-08-31",FALSE
"13687",13687,"1782-1786","https://gallica.bnf.fr/ark:/12148/cb326952051/date","Poitiers","Annonces",2,"cb326952051",364,"1783-01-02","1784-01-01","1783-01-02","1784-01-01",FALSE
"13688",13688,"1872-1922","https://gallica.bnf.fr/ark:/12148/cb41054787f/date","Paris, Paris, Paris","Journal du Palais",2,"cb41054787f",364,"1857","1857","1857-01-01","1857-12-31",FALSE
"13689",13689,"1652-1652","https://gallica.bnf.fr/ark:/12148/cb32751440g/date","Paris ?","Le Courrier general",1,"cb32751440g",365,"1652","1652","1652-01-01","1652-12-31",FALSE
"13690",13690,"1905-1934","https://gallica.bnf.fr/ark:/12148/cb327190754/date","Paris","Bulletin de l'Association amicale de prévoyance des commissaires municipaux",1,"cb327190754",365,"1908","1908","1908-01-01","1908-12-31",FALSE
"13691",13691,"1924-1929","https://gallica.bnf.fr/ark:/12148/cb327254504/date","Saintes","Bulletin de Saintonge ",3,"cb327254504",NA,"1924-1925","1928-1929","1924-1925","1928-1929",FALSE
"13692",13692,"1775-1793","https://gallica.bnf.fr/ark:/12148/cb32748871b/date","","Correspondance littéraire secrete",1,"cb32748871b",364,"1775","1775","1775-01-01","1775-12-31",FALSE
"13693",13693,"19??","https://gallica.bnf.fr/ark:/12148/cb32803662z/date","S. l.","Kirkens Front",1,"cb32803662z",365,"1944","1944","1944-01-01","1944-12-31",FALSE
"13694",13694,"187?-187?","https://gallica.bnf.fr/ark:/12148/cb327649476/date","Paris","L'Ecriteau ",1,"cb327649476",30,"1872-08","1872-08","1872-08-01","1872-08-31",FALSE
"13695",13695,"1887-1954","https://gallica.bnf.fr/ark:/12148/cb32856208t/date","Port Louis","Revue agricole ",1,"cb32856208t",0,"1899-05-28","1899-05-28","1899-05-28","1899-05-28",FALSE
